ECNumber	EnzymeType	Organism	Smiles	Substrate	UniprotID	Value	Unit
1.18.1.4	wildtype	Pyrococcus furiosus	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O	NADPH		68300.0	s^(-1)
1.18.1.4	wildtype	Pyrococcus furiosus	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	NADH		10400.0	s^(-1)
7.1.1.4	wildtype	Sulfolobus acidocaldarius	CC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCC1=C(C(=C2C=CSC2=C1O)O)SC	caldariellaquinol		11000.0	s^(-1)
7.1.1.4	wildtype	Sulfolobus acidocaldarius	CN(C)C1=CC=C(C=C1)N(C)C	N,N,N',N'-tetramethyl-p-phenylenediamine		8700.0	s^(-1)
2.4.1.128	wildtype	Arabidopsis thaliana	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O	UDP-glucose		13.05	s^(-1)
2.4.1.128	wildtype	Nicotiana benthamiana	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	quercetin		185.71	s^(-1)
2.4.1.128	wildtype	Nicotiana benthamiana	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	kaempferol		155.0	s^(-1)
2.4.1.128	wildtype	Nicotiana benthamiana	COC1=C(C=C2C(=C1)C=CC(=O)O2)O	scopoletin		2.82	s^(-1)
2.4.1.128	wildtype	Arabidopsis thaliana	COC1=C(C=C2C(=C1)C=CC(=O)O2)O	scopoletin		210.7	s^(-1)
2.4.1.128	wildtype	Nicotiana benthamiana	CC1=C(C=C(C=C1)C(C)C)O	carvacrol		0.92	s^(-1)
2.4.1.128	wildtype	Nicotiana benthamiana	COC1=C(C=CC(=C1)C=CC(=O)NCCC2=CC=C(C=C2)O)O	N-trans-feruloyl tyramine		0.041	s^(-1)
1.4.3.19	F237Y	Marinomonas mediterranea	O=O	O2		6.6	s^(-1)
1.4.3.19	wildtype	Marinomonas mediterranea	O=O	O2		36.0	s^(-1)
1.4.3.19	G51H	Bacillus subtilis	C(C(=O)O)N	glycine		0.02	s^(-1)
1.4.3.19	A54R/H244K/M49L	Bacillus subtilis	C(C(=O)O)N	glycine		0.03	s^(-1)
1.4.3.19	M49T	Bacillus subtilis	C(C(=O)O)N	glycine		0.03	s^(-1)
1.4.3.19	A54E	Bacillus subtilis	C(C(=O)O)N	glycine		0.04	s^(-1)
1.4.3.19	A54R	Bacillus subtilis	C(C(=O)O)N	glycine		0.04	s^(-1)
1.4.3.19	A54R/M261R/H244K	Bacillus subtilis	C(C(=O)O)N	glycine		0.04	s^(-1)
1.4.3.19	N336R	Bacillus cereus	C(C(=O)O)N	glycine		0.045	s^(-1)
1.4.3.19	G51Q	Bacillus subtilis	C(C(=O)O)N	glycine		0.05	s^(-1)
1.4.3.19	Y246W	Bacillus subtilis	C(C(=O)O)N	glycine		0.07	s^(-1)
1.4.3.19	A54R/H244K	Bacillus subtilis	C(C(=O)O)N	glycine		0.11	s^(-1)
1.4.3.19	M261R	Bacillus subtilis	C(C(=O)O)N	glycine		0.3	s^(-1)
1.4.3.19	N336G	Bacillus cereus	C(C(=O)O)N	glycine		0.3	s^(-1)
1.4.3.19	M49L	Bacillus subtilis	C(C(=O)O)N	glycine		0.32	s^(-1)
1.4.3.19	N336K	Bacillus cereus	C(C(=O)O)N	glycine		0.32	s^(-1)
1.4.3.19	N336A	Bacillus cereus	C(C(=O)O)N	glycine		0.37	s^(-1)
1.4.3.19	N336H	Bacillus cereus	C(C(=O)O)N	glycine		0.39	s^(-1)
1.4.3.19	H244A	Bacillus subtilis	C(C(=O)O)N	glycine		0.42	s^(-1)
1.4.3.19	M261I	Bacillus subtilis	C(C(=O)O)N	glycine		0.43	s^(-1)
1.4.3.19	wildtype	Bacillus cereus	C(C(=O)O)N	glycine		0.68	s^(-1)
1.4.3.19	H244N	Bacillus subtilis	C(C(=O)O)N	glycine		0.68	s^(-1)
1.4.3.19	wildtype	Bacillus subtilis	C(C(=O)O)N	glycine		1.3	s^(-1)
1.4.3.19	M49I	Bacillus subtilis	C(C(=O)O)N	glycine		1.17	s^(-1)
1.4.3.19	H244Q	Bacillus subtilis	C(C(=O)O)N	glycine		1.34	s^(-1)
1.4.3.19	M261R/H244K	Bacillus subtilis	C(C(=O)O)N	glycine		4.0	s^(-1)
1.4.3.19	H244R	Bacillus subtilis	C(C(=O)O)N	glycine		6.22	s^(-1)
1.4.3.19	L301V/C245S/T42A	Bacillus subtilis	C(C(=O)O)N	glycine		6.4	s^(-1)
1.4.3.19	H244K	Bacillus subtilis	C(C(=O)O)N	glycine		9.65	s^(-1)
1.4.3.19	wildtype	Bacillus cereus	CC(C(=O)O)N	D-alanine		0.023	s^(-1)
1.4.3.19	wildtype	Bacillus cereus	CNCC(=O)O	sarcosine		0.65	s^(-1)
1.4.3.19	wildtype	Bacillus subtilis	CNCC(=O)O	sarcosine		0.86	s^(-1)
1.4.3.19	N336R	Bacillus cereus	C(C(=O)O)NCP(=O)(O)O	glyphosate		0.002	s^(-1)
1.4.3.19	N336H	Bacillus cereus	C(C(=O)O)NCP(=O)(O)O	glyphosate		0.0054	s^(-1)
1.4.3.19	N336G	Bacillus cereus	C(C(=O)O)NCP(=O)(O)O	glyphosate		0.0064	s^(-1)
1.4.3.19	N336K	Bacillus cereus	C(C(=O)O)NCP(=O)(O)O	glyphosate		0.0084	s^(-1)
1.4.3.19	N336A	Bacillus cereus	C(C(=O)O)NCP(=O)(O)O	glyphosate		0.0098	s^(-1)
1.4.3.19	wildtype	Bacillus cereus	C(C(=O)O)NCP(=O)(O)O	glyphosate		0.01	s^(-1)
2.3.1.217	wildtype	Curcuma longa	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC(=C(C=C4)O)OC)O	feruloyl-CoA		2.017	s^(-1)
2.7.4.6	wildtype	Aspergillus fumigatus	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP		626.0	s^(-1)
2.7.4.6	wildtype	Oryza sativa	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		415.0	s^(-1)
2.7.4.6	wildtype	Oryza sativa	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N	GTP		61.6	s^(-1)
2.7.4.6	wildtype	Aspergillus fumigatus	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N	GTP		468.0	s^(-1)
2.7.4.6	wildtype	Oryza sativa	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O	CTP		34.1	s^(-1)
2.7.4.6	wildtype	Aspergillus fumigatus	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O	CTP		40.2	s^(-1)
2.7.4.6	wildtype	Aspergillus fumigatus	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O	UTP		104.0	s^(-1)
2.7.4.6	wildtype	Aspergillus fumigatus	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O	ITP		135.0	s^(-1)
2.7.4.6	wildtype	Oryza sativa	CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	TTP		25.0	s^(-1)
2.7.4.6	wildtype	Aspergillus fumigatus	CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O	TTP		79.8	s^(-1)
2.7.4.6	wildtype	white spot syndrome virus	CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)O)O	dTDP		4.0	s^(-1)
1.13.12.3	wildtype	Pseudomonas savastanoi	O=O	O2		140.0	s^(-1)
1.13.12.3	K365M	Pseudomonas savastanoi	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	D-tryptophan		0.00019	s^(-1)
1.13.12.3	W466F	Pseudomonas savastanoi	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	D-tryptophan		72.0	s^(-1)
1.13.12.3	wildtype	Pseudomonas savastanoi	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	D-tryptophan		360.0	s^(-1)
2.3.1.219	wildtype	Curcuma longa	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC=C(C=C4)O)O	coumaroyl-CoA		1.742	s^(-1)
1.13.12.2	D238F	Pseudomonas sp. AIU 813	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		13.0	s^(-1)
1.13.12.2	wildtype	Pseudomonas sp. AIU 813	C(CC(C(=O)O)N)CN=C(N)N	D-arginine		24.0	s^(-1)
1.13.12.2	D238A	Pseudomonas sp. AIU 813	C(CCN)CC(C(=O)O)N	D-Lysine		10.0	s^(-1)
1.13.12.2	D238F	Pseudomonas sp. AIU 813	C(CCN)CC(C(=O)O)N	D-Lysine		11.0	s^(-1)
1.13.12.2	wildtype	Pseudomonas sp. AIU 813	C(CCN)CC(C(=O)O)N	D-Lysine		74.0	s^(-1)
1.13.12.2	D238E	Pseudomonas sp. AIU 813	C(CCN)CC(C(=O)O)N	D-Lysine		190.0	s^(-1)
1.13.12.2	D238A	Pseudomonas sp. AIU 813	C(CC(C(=O)O)N)CN	D-ornithine		0.94	s^(-1)
1.13.12.2	D238E	Pseudomonas sp. AIU 813	C(CC(C(=O)O)N)CN	D-ornithine		32.0	s^(-1)
1.13.12.2	wildtype	Pseudomonas sp. AIU 813	C(CC(C(=O)O)N)CN	D-ornithine		200.0	s^(-1)
4.2.3.23	wildtype	Barnadesia spinosa	CC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C	trans,trans-Farnesyl diphosphate		19.0	s^(-1)
3.1.4.38	wildtype	Bos taurus	C[N+](C)(C)CCOP(=O)([O-])OCC(CO)O	glycerophosphocholine		1.0	s^(-1)
3.1.4.38	wildtype	Bos taurus	CCCCCCCCCCCCCC=CC(C(COP(=O)([O-])OCC[N+](C)(C)C)N)O	lysosphingomyelin		200.0	s^(-1)
2.4.1.284	wildtype	Streptomyces kanamyceticus	CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O	UDP-N-acetyl-alpha-D-glucosamine		0.13	s^(-1)
1.1.1.67	N191D	Pseudomonas fluorescens	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N	NAD+		0.02	s^(-1)
1.1.1.67	N300D	Pseudomonas fluorescens	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N	NAD+		1.4	s^(-1)
1.1.1.67	N300A/N191A	Pseudomonas fluorescens	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N	NAD+		0.127	s^(-1)
1.1.1.67	N191A	Pseudomonas fluorescens	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N	NAD+		8.968	s^(-1)
1.1.1.67	N191L	Pseudomonas fluorescens	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N	NAD+		9.964	s^(-1)
1.1.1.67	wildtype	Pseudomonas fluorescens	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N	NAD+		400.0	s^(-1)
1.1.1.67	N300A/N191A	Pseudomonas fluorescens	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	NADH		0.019	s^(-1)
1.1.1.67	N191D/N300D	Pseudomonas fluorescens	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	NADH		15.0	s^(-1)
1.1.1.67	N191A	Pseudomonas fluorescens	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	NADH		32.0	s^(-1)
1.1.1.67	N300D	Pseudomonas fluorescens	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	NADH		89.0	s^(-1)
1.1.1.67	N191L	Pseudomonas fluorescens	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	NADH		170.0	s^(-1)
1.1.1.67	N191D	Pseudomonas fluorescens	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	NADH		510.0	s^(-1)
1.1.1.67	wildtype	Pseudomonas fluorescens	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	NADH		910.0	s^(-1)
1.1.1.67	N300A/N191A	Pseudomonas fluorescens	C1C(C(C(C(O1)(CO)O)O)O)O	D-tagatose		2.6e-05	s^(-1)
1.1.1.67	N191D/N300D	Pseudomonas fluorescens	C1C(C(C(C(O1)(CO)O)O)O)O	D-tagatose		0.0074	s^(-1)
1.1.1.67	N300D	Pseudomonas fluorescens	C1C(C(C(C(O1)(CO)O)O)O)O	D-tagatose		0.205	s^(-1)
1.1.1.67	N191A	Pseudomonas fluorescens	C1C(C(C(C(O1)(CO)O)O)O)O	D-tagatose		0.064	s^(-1)
1.1.1.67	N191L	Pseudomonas fluorescens	C1C(C(C(C(O1)(CO)O)O)O)O	D-tagatose		0.407	s^(-1)
1.1.1.67	N191D	Pseudomonas fluorescens	C1C(C(C(C(O1)(CO)O)O)O)O	D-tagatose		15.0	s^(-1)
1.1.1.67	wildtype	Thermotoga neapolitana	C1C(C(C(C(O1)(CO)O)O)O)O	D-tagatose		9.0	s^(-1)
1.1.1.67	wildtype	Aspergillus fumigatus	C1C(C(C(C(O1)(CO)O)O)O)O	D-tagatose		140.0	s^(-1)
1.1.1.67	wildtype	Pseudomonas fluorescens	C1C(C(C(C(O1)(CO)O)O)O)O	D-tagatose		250.0	s^(-1)
1.1.1.67	N300D	Pseudomonas fluorescens	C(C(C(C(C(CO)O)O)O)O)O	fibrinogen		0.0049	s^(-1)
1.1.1.67	N300A/N191A	Pseudomonas fluorescens	C(C(C(C(C(CO)O)O)O)O)O	fibrinogen		3.4e-05	s^(-1)
1.1.1.67	N191D	Pseudomonas fluorescens	C(C(C(C(C(CO)O)O)O)O)O	fibrinogen		0.0034	s^(-1)
1.1.1.67	R73A/H303A/K381A	Pseudomonas fluorescens	C(C(C(C(C(CO)O)O)O)O)O	fibrinogen		0.00016	s^(-1)
1.1.1.67	R373A	Pseudomonas fluorescens	C(C(C(C(C(CO)O)O)O)O)O	fibrinogen		0.00102	s^(-1)
1.1.1.67	N300S	Pseudomonas fluorescens	C(C(C(C(C(CO)O)O)O)O)O	fibrinogen		0.00192	s^(-1)
1.1.1.67	N300A	Pseudomonas fluorescens	C(C(C(C(C(CO)O)O)O)O)O	fibrinogen		0.00311	s^(-1)
1.1.1.67	N191A	Pseudomonas fluorescens	C(C(C(C(C(CO)O)O)O)O)O	fibrinogen		0.319	s^(-1)
1.1.1.67	H303A	Pseudomonas fluorescens	C(C(C(C(C(CO)O)O)O)O)O	fibrinogen		0.00522	s^(-1)
1.1.1.67	K381A	Pseudomonas fluorescens	C(C(C(C(C(CO)O)O)O)O)O	fibrinogen		0.00775	s^(-1)
1.1.1.67	D230A	Pseudomonas fluorescens	C(C(C(C(C(CO)O)O)O)O)O	fibrinogen		0.00908	s^(-1)
1.1.1.67	E133Q	Pseudomonas fluorescens	C(C(C(C(C(CO)O)O)O)O)O	fibrinogen		0.215	s^(-1)
1.1.1.67	E133A	Pseudomonas fluorescens	C(C(C(C(C(CO)O)O)O)O)O	fibrinogen		0.219	s^(-1)
1.1.1.67	N191L	Pseudomonas fluorescens	C(C(C(C(C(CO)O)O)O)O)O	fibrinogen		0.598	s^(-1)
1.1.1.67	wildtype	Pseudomonas fluorescens	C(C(C(C(C(CO)O)O)O)O)O	fibrinogen		100.0	s^(-1)
1.1.1.67	wildtype	Aspergillus fumigatus	C(C(C(C(C(CO)O)O)O)O)O	fibrinogen		17.0	s^(-1)
1.1.1.67	wildtype	Aspergillus fumigatus	C(C(C(C(=O)CO)O)O)O	L-ribulose		39.0	s^(-1)
1.1.1.67	N300D	Pseudomonas fluorescens	C(C(C(C(CO)O)O)O)O	xylitol		1.4e-05	s^(-1)
1.1.1.67	R73A/H303A/K381A	Pseudomonas fluorescens	C(C(C(C(CO)O)O)O)O	xylitol		5.1e-05	s^(-1)
1.1.1.67	D230A	Pseudomonas fluorescens	C(C(C(C(CO)O)O)O)O	xylitol		0.00014	s^(-1)
1.1.1.67	R373A	Pseudomonas fluorescens	C(C(C(C(CO)O)O)O)O	xylitol		0.00024	s^(-1)
1.1.1.67	N191A	Pseudomonas fluorescens	C(C(C(C(CO)O)O)O)O	xylitol		0.00035	s^(-1)
1.1.1.67	N300S	Pseudomonas fluorescens	C(C(C(C(CO)O)O)O)O	xylitol		0.00047	s^(-1)
1.1.1.67	N300A	Pseudomonas fluorescens	C(C(C(C(CO)O)O)O)O	xylitol		0.00069	s^(-1)
1.1.1.67	H303A	Pseudomonas fluorescens	C(C(C(C(CO)O)O)O)O	xylitol		0.002	s^(-1)
1.1.1.67	K381A	Pseudomonas fluorescens	C(C(C(C(CO)O)O)O)O	xylitol		0.00206	s^(-1)
1.1.1.67	E133Q	Pseudomonas fluorescens	C(C(C(C(CO)O)O)O)O	xylitol		0.04332	s^(-1)
1.1.1.67	E133A	Pseudomonas fluorescens	C(C(C(C(CO)O)O)O)O	xylitol		0.05448	s^(-1)
1.1.1.67	wildtype	Pseudomonas fluorescens	C(C(C(C(CO)O)O)O)O	xylitol		0.118	s^(-1)
1.1.1.67	wildtype	Aspergillus fumigatus	C(C(C(C(CO)O)O)O)O	xylitol		0.99	s^(-1)
1.1.1.67	N191A	Pseudomonas fluorescens	C(C(C(CO)O)O)O	D-threitol		2.1e-06	s^(-1)
1.1.1.67	N300S	Pseudomonas fluorescens	C(C(C(CO)O)O)O	D-threitol		4.4e-06	s^(-1)
1.1.1.67	N300A	Pseudomonas fluorescens	C(C(C(CO)O)O)O	D-threitol		6.5e-06	s^(-1)
1.1.1.67	H303A	Pseudomonas fluorescens	C(C(C(CO)O)O)O	D-threitol		2.9e-05	s^(-1)
1.1.1.67	E133Q	Pseudomonas fluorescens	C(C(C(CO)O)O)O	D-threitol		0.00088	s^(-1)
1.1.1.67	E133A	Pseudomonas fluorescens	C(C(C(CO)O)O)O	D-threitol		0.00097	s^(-1)
1.1.1.67	wildtype	Pseudomonas fluorescens	C(C(C(CO)O)O)O	D-threitol		0.0018	s^(-1)
1.3.99.5	W136F	Rhodococcus jostii	CC12CCC3C(C1CCC2=O)CCC4C3(C=CC(=O)C4)C	(5alpha)-androst-1-en-3,17-dione		70.0	s^(-1)
1.3.99.5	wildtype	Rhodococcus jostii	CC12CCC3C(C1CCC2=O)CCC4C3(C=CC(=O)C4)C	(5alpha)-androst-1-en-3,17-dione		2400.0	s^(-1)
4.2.3.43	wildtype	Diaporthe amygdali	CC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C	geranyl diphosphate		3.9	s^(-1)
4.2.3.43	wildtype	Diaporthe amygdali	CC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C	geranylgeranyl diphosphate		33.0	s^(-1)
4.2.3.113	F596L	Picea sitchensis	CC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C	geranyl diphosphate		0.0027	s^(-1)
4.2.3.113	wildtype	Picea sitchensis	CC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C	geranyl diphosphate		0.0153	s^(-1)
4.2.3.113	L596F	Picea sitchensis	CC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C	geranyl diphosphate		0.042	s^(-1)
4.2.3.113	wildtype	Lavandula angustifolia	CC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C	geranyl diphosphate		0.255	s^(-1)
1.1.1.95	wildtype	Arabidopsis thaliana	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N	NAD+		780.1	s^(-1)
1.1.1.95	wildtype	Marchantia polymorpha	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N	NAD+		260.0	s^(-1)
1.1.1.95	wildtype	Arabidopsis thaliana	C(CC(=O)O)C(=O)C(=O)O	2-oxoglutarate		5.3e-05	s^(-1)
1.1.1.95	R72L	Mycobacterium tuberculosis	C(CC(=O)O)C(=O)C(=O)O	2-oxoglutarate		0.14	s^(-1)
1.1.1.95	R72A	Mycobacterium tuberculosis	C(CC(=O)O)C(=O)C(=O)O	2-oxoglutarate		0.3	s^(-1)
1.1.1.95	K141R	Escherichia coli	C(CC(=O)O)C(=O)C(=O)O	2-oxoglutarate		0.98	s^(-1)
1.1.1.95	wildtype	Escherichia coli	C(CC(=O)O)C(=O)C(=O)O	2-oxoglutarate		400.0	s^(-1)
1.1.1.95	wildtype	Arabidopsis thaliana	C(C(=O)C(=O)O)C(=O)O	oxaloacetate		0.000907	s^(-1)
1.1.1.95	K263A	Entamoeba histolytica	C(C(C(=O)O)O)OP(=O)(O)O	3-phospho-D-glycerate		0.216	s^(-1)
1.1.1.95	wildtype	Escherichia coli	C(C(C(=O)O)O)OP(=O)(O)O	3-phospho-D-glycerate		0.5	s^(-1)
1.1.1.95	wildtype	Entamoeba histolytica	C(C(C(=O)O)O)OP(=O)(O)O	3-phospho-D-glycerate		4.2	s^(-1)
1.1.1.95	wildtype	Arabidopsis thaliana	C(C(C(=O)O)O)OP(=O)(O)O	3-phospho-D-glycerate		154.0	s^(-1)
1.1.1.95	wildtype	Marchantia polymorpha	C(C(C(=O)O)O)OP(=O)(O)O	3-phospho-D-glycerate		51.0	s^(-1)
1.1.1.95	wildtype	Streptomyces coelicolor	C(C(C(=O)O)O)OP(=O)(O)O	3-phospho-D-glycerate		3600.0	s^(-1)
1.1.1.95	wildtype	Homo sapiens	C(C(C(=O)O)O)OP(=O)(O)O	3-phospho-D-glycerate		14000.0	s^(-1)
1.1.1.95	wildtype	Mycolicibacterium smegmatis	C(C(C(=O)O)O)OP(=O)(O)O	3-phospho-D-glycerate		13200.0	s^(-1)
1.1.1.95	wildtype	Corynebacterium glutamicum	C(C(C(=O)O)O)OP(=O)(O)O	3-phospho-D-glycerate		5300.0	s^(-1)
1.1.1.95	wildtype	Mycobacterium tuberculosis	C(C(C(=O)O)O)OP(=O)(O)O	3-phospho-D-glycerate		15800.0	s^(-1)
1.1.1.95	wildtype	Mycobacterium marinum	C(C(C(=O)O)O)OP(=O)(O)O	3-phospho-D-glycerate		8300.0	s^(-1)
1.1.1.95	wildtype	Bacillus subtilis	C(C(C(=O)O)O)OP(=O)(O)O	3-phospho-D-glycerate		31000.0	s^(-1)
1.1.1.95	wildtype	Escherichia coli	C(CC(=O)O)C(C(=O)O)O	(R)-2-hydroxyglutarate		2.0	s^(-1)
1.1.1.95	wildtype	Escherichia coli	C(C(=O)C(=O)[O-])OP(=O)([O-])[O-]	3-phosphooxypyruvate		9000.0	s^(-1)
1.1.1.95	K141R	Escherichia coli	C(C(=O)C(=O)[O-])OP(=O)([O-])[O-]	3-phosphooxypyruvate		120.0	s^(-1)
1.1.1.95	R132K/R72A	Mycobacterium tuberculosis	C(C(=O)C(=O)[O-])OP(=O)([O-])[O-]	3-phosphooxypyruvate		2900.0	s^(-1)
1.1.1.95	wildtype	Mycobacterium tuberculosis	C(C(=O)C(=O)[O-])OP(=O)([O-])[O-]	3-phosphooxypyruvate		10000.0	s^(-1)
1.1.1.95	R132K	Mycobacterium tuberculosis	C(C(=O)C(=O)[O-])OP(=O)([O-])[O-]	3-phosphooxypyruvate		31000.0	s^(-1)
1.5.1.37	wildtype	Paraburkholderia phenoliruptrix	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	NADH		77.3	s^(-1)
1.5.1.37	wildtype	Paraburkholderia phenoliruptrix	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O	FAD		3458.0	s^(-1)
1.5.1.37	wildtype	Pseudomonas putida	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O	FAD		6700.0	s^(-1)
1.5.1.37	wildtype	Paraburkholderia phenoliruptrix	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O	FMN		1796.0	s^(-1)
1.5.1.37	wildtype	Pseudomonas putida	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O	FMN		7900.0	s^(-1)
1.1.3.6	wildtype	Rhodococcus erythropolis	CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C	Cholesterol		300.0	s^(-1)
1.1.3.6	wildtype	Pimelobacter simplex	CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C	Cholesterol		60.0	s^(-1)
